Set seed
Model GAT
--------------------------------------------------
The 1th iteration:
--------------------------------------------------
--------------------------------------------------
The 2th iteration:
--------------------------------------------------
--------------------------------------------------
The 3th iteration:
--------------------------------------------------
--------------------------------------------------
The 4th iteration:
--------------------------------------------------
--------------------------------------------------
The 5th iteration:
--------------------------------------------------
[[  1.           0.08918559   0.01942005]
 [  2.           0.07730307   0.01640886]
 [  3.           0.06688919   0.00029854]
 [  4.           0.06675567   0.        ]
 [  5.           0.06675567   0.        ]
 [  6.           0.06675567   0.        ]
 [  7.           0.06675567   0.        ]
 [  8.           0.06675567   0.        ]
 [  9.           0.06675567   0.        ]
 [ 10.           0.06675567   0.        ]
 [ 11.           0.06675567   0.        ]
 [ 12.           0.06675567   0.        ]
 [ 13.           0.06675567   0.        ]
 [ 14.           0.06675567   0.        ]
 [ 15.           0.06675567   0.        ]
 [ 16.           0.06675567   0.        ]
 [ 17.           0.06675567   0.        ]
 [ 18.           0.06675567   0.        ]
 [ 19.           0.06675567   0.        ]
 [ 20.           0.06675567   0.        ]
 [ 21.           0.06675567   0.        ]
 [ 22.           0.06675567   0.        ]
 [ 23.           0.06675567   0.        ]
 [ 24.           0.06675567   0.        ]
 [ 25.           0.06675567   0.        ]
 [ 26.           0.06675567   0.        ]
 [ 27.           0.06675567   0.        ]
 [ 28.           0.06675567   0.        ]
 [ 29.           0.06675567   0.        ]
 [ 30.           0.06675567   0.        ]
 [ 31.           0.06675567   0.        ]
 [ 32.           0.06675567   0.        ]
 [ 33.           0.06675567   0.        ]
 [ 34.           0.06675567   0.        ]
 [ 35.           0.06675567   0.        ]
 [ 36.           0.06675567   0.        ]
 [ 37.           0.06675567   0.        ]
 [ 38.           0.06675567   0.        ]
 [ 39.           0.06675567   0.        ]
 [ 40.           0.06675567   0.        ]
 [ 41.           0.06675567   0.        ]
 [ 42.           0.06675567   0.        ]
 [ 43.           0.06675567   0.        ]
 [ 44.           0.06675567   0.        ]
 [ 45.           0.06675567   0.        ]
 [ 46.           0.06675567   0.        ]
 [ 47.           0.06675567   0.        ]
 [ 48.           0.06675567   0.        ]
 [ 49.           0.06675567   0.        ]
 [ 50.           0.06675567   0.        ]
 [ 51.           0.06675567   0.        ]
 [ 52.           0.06675567   0.        ]
 [ 53.           0.06675567   0.        ]
 [ 54.           0.06675567   0.        ]
 [ 55.           0.06675567   0.        ]
 [ 56.           0.06675567   0.        ]
 [ 57.           0.07676903   0.02239053]
 [ 58.           0.06849133   0.00388103]
 [ 59.           0.06675567   0.        ]
 [ 60.           0.06675567   0.        ]
 [ 61.           0.06675567   0.        ]
 [ 62.           0.06675567   0.        ]
 [ 63.           0.06675567   0.        ]
 [ 64.           0.06675567   0.        ]
 [ 65.           0.06675567   0.        ]
